sample_idx,label_idx,character,seq_length,feature_mean,feature_std,feature_min,feature_max
445,11,l,6,-0.7344563,10.783219,-152.33612,53.710938
446,4,e,5,-0.52707756,7.840618,-124.816895,26.32904
447,36,SPACE,4,-1.0760238,15.896515,-249.63379,77.27051
448,14,o,4,-0.10854029,10.294532,-222.65625,50.78125
449,21,v,9,-4.029416,36.362736,-249.72534,234.6344
450,4,e,8,1.1721907,21.957037,-249.96948,96.15326
451,17,r,7,-2.1468167,27.108978,-249.99237,141.6626
452,36,SPACE,8,-1.6763371,34.430023,-250.0,188.49182
453,22,w,7,1.6953989,24.294477,-248.02399,193.35938
454,8,i,1,-0.49014845,14.203115,-217.61322,128.90625
455,19,t,7,-6.4926286,39.85421,-248.02399,191.7038
456,7,h,2,-0.703737,21.514482,-183.59375,180.30548
457,14,o,7,0.5413597,16.392633,-91.26282,141.11328
458,20,u,6,-1.8178182,17.924889,-248.53516,218.92548
459,19,t,5,-0.23029594,16.445248,-147.0108,164.81018
460,36,SPACE,2,0.3499801,16.95141,-249.97711,188.00354
461,12,m,10,1.2182515,17.67281,-179.6341,126.66321
462,0,a,3,-0.06018709,14.521162,-187.45422,168.9682
463,13,n,4,-0.23581028,23.520922,-242.86652,231.94122
464,24,y,8,-2.5442934,21.173815,-250.0,70.80078
465,36,SPACE,6,0.6401979,11.550964,-97.64099,218.8034
466,5,f,10,-0.48408675,7.062053,-123.40546,27.34375
467,38,BACKSPACE,10,-1.3017406,20.414965,-187.45422,125.54169
468,14,o,4,-0.12502258,5.1518764,-122.97058,11.962891
469,5,f,6,-0.0072681364,2.4814425,-28.114319,17.64679
470,36,SPACE,5,-0.5811526,16.390451,-163.79547,176.77307
471,15,p,6,-0.91810334,18.31671,-249.97711,131.83594
472,14,o,4,0.28957826,12.965779,-179.51965,125.01526
473,18,s,4,-0.73453456,17.36051,-250.0,125.0
474,18,s,5,-2.0105922,28.777897,-249.50409,140.625
475,8,i,4,-1.646311,23.297981,-249.93896,156.31104
476,1,b,4,-1.6467006,26.33835,-249.64905,134.81903
477,11,l,6,-1.6615705,26.631958,-245.95642,179.8172
478,4,e,5,2.028666,20.469526,-185.47058,135.74219
479,36,SPACE,4,-1.4351215,20.363405,-249.49646,187.51526
480,24,y,6,-5.6785436,31.387512,-249.48883,195.61005
481,14,o,4,-4.057814,30.042246,-248.04688,145.54596
482,20,u,4,1.2323551,12.876266,-76.14899,141.11328
483,36,SPACE,10,2.4758732,20.455738,-249.96185,125.0
484,12,m,4,-1.2254558,16.133093,-187.43896,192.47437
485,14,o,3,-1.3336194,11.686911,-249.51172,13.595581
486,17,r,6,-0.25958458,21.288654,-234.32922,128.93677
487,4,e,6,0.44332993,23.997023,-245.10956,175.29297
488,36,SPACE,5,-2.0633056,25.200975,-245.10193,128.90625
489,7,h,6,-2.5554593,25.003078,-249.794,218.81866
490,4,e,3,0.26459873,5.596686,-108.87146,22.56012
491,11,l,5,-0.8811512,22.422865,-250.0,238.79242
492,15,p,7,-0.34505937,10.872997,-122.96295,125.97656
493,36,SPACE,6,-1.6588414,14.874577,-241.20331,39.67285
494,15,p,7,-0.6239216,22.659283,-218.68134,171.88263
495,38,BACKSPACE,8,-0.9419921,15.5478735,-95.54291,206.10046
496,19,t,6,-3.1366043,26.22532,-234.375,188.26294
497,10,k,10,2.9593742,31.240324,-249.99237,218.76526
498,38,BACKSPACE,10,-2.085083,30.638126,-249.99237,166.06903
499,0,a,3,-1.0331414,24.798233,-241.21094,207.10754
500,10,k,5,-0.7569965,18.011711,-249.89319,128.96729
501,4,e,4,-0.02576643,16.49302,-103.46985,211.42578
502,36,SPACE,5,0.6380742,28.58016,-249.26758,234.66492
503,15,p,4,0.21769239,8.471967,-54.496765,156.25
504,11,l,4,-1.0996821,14.137959,-187.4466,62.50763
505,0,a,4,0.41445386,11.086775,-124.41254,125.053406
506,24,y,3,1.2771513,17.346577,-169.55566,243.04199
507,36,SPACE,10,-4.012729,29.00658,-250.0,239.43329
508,6,g,2,-1.1514943,15.6727705,-250.0,72.265625
509,4,e,5,-1.8466532,27.26706,-249.02344,153.74756
510,19,t,8,-0.99244905,42.5739,-249.99237,187.54578
511,36,SPACE,4,-0.7059472,19.634571,-218.74237,207.07703
512,18,s,6,-0.32187086,29.360638,-249.51172,215.46173
513,19,t,8,-3.8343298,39.13148,-249.96185,204.70428
514,8,i,1,-0.43672052,18.023664,-242.17224,219.72656
515,11,l,10,-1.7872238,26.04303,-250.0,148.19336
516,11,l,3,-0.20903215,5.5002313,-97.03827,25.817871
517,36,SPACE,7,-1.0488896,15.754112,-249.88556,80.61218
518,3,d,2,-0.13261692,7.2089596,-57.617188,98.20557
519,0,a,7,-0.021148577,26.58386,-249.99237,187.5
520,24,y,4,1.1670555,23.178392,-250.0,194.12231
521,36,SPACE,7,-5.284572,33.24042,-249.95422,137.20703
522,19,t,3,-0.87945163,14.882392,-233.27637,45.166016
523,20,u,3,-1.0093362,18.959873,-233.7799,104.553215
524,17,r,4,0.31026897,13.458504,-109.36737,109.86328
525,13,n,4,-1.312801,30.399666,-248.04688,215.82794
526,36,SPACE,7,-0.8312134,16.736586,-188.69019,128.96729
527,18,s,4,-0.57039165,20.520311,-249.97711,109.49707
528,39,TAB,10,-2.3894408,33.566647,-249.97711,187.56104
529,37,ENTER,10,-1.8123579,18.804373,-250.0,55.664062
530,19,t,10,-0.5697493,6.8849707,-62.48474,102.53906
531,14,o,5,-1.1896404,17.094685,-249.3515,102.783195
532,14,o,6,-0.6429401,11.581452,-104.660034,61.454773
533,36,SPACE,7,0.3625065,10.503143,-220.70312,70.3125
534,15,p,8,0.14267927,7.1849585,-124.25232,28.747557
535,14,o,5,-0.9065072,12.544372,-249.89319,39.0625
536,8,i,9,-5.296074,22.566584,-249.96185,47.27173
537,13,n,4,-2.9991057,16.170443,-175.2472,54.901123
538,19,t,5,-0.75695777,13.780929,-250.0,125.0
539,36,SPACE,6,-0.116662234,14.693958,-124.91608,179.6875
540,12,m,7,1.8757862,12.697701,-62.24823,109.87854
541,8,i,4,-2.2464461,17.196299,-187.47711,193.77899
542,6,g,2,-1.1958654,11.332124,-124.86267,36.087036
543,7,h,7,0.4028865,16.688753,-87.638855,197.29614
544,19,t,4,-0.68987364,13.438333,-226.54724,45.143127
545,36,SPACE,4,-0.623081,15.799428,-234.36737,109.58862
546,11,l,10,-1.7653676,24.815517,-249.97711,156.55518
547,0,a,5,0.36885878,16.555704,-249.96185,156.62384
548,17,r,8,-2.9070692,32.181496,-249.38202,179.82483
549,6,g,3,0.087431855,20.989918,-233.88672,244.20166
550,4,e,6,0.9656929,13.165234,-124.938965,67.13867
551,36,SPACE,2,-0.0112201525,13.779803,-197.26562,112.42675
552,19,t,6,-5.952416,31.549839,-249.8703,73.158264
553,4,e,7,-1.7274455,25.90872,-249.7406,117.0578
554,11,l,2,1.3340524,11.450844,-69.885254,107.44476
555,11,l,4,-3.2971737,25.038435,-249.9466,101.70746
556,36,SPACE,7,-0.28641537,14.416546,-250.0,107.421875
557,15,p,6,-0.75479776,6.4371,-106.170654,48.339844
558,14,o,6,-2.1160305,17.526733,-247.99347,23.80371
559,8,i,7,-2.9840083,22.584246,-248.28339,196.34247
560,13,n,4,-1.5034372,10.685181,-117.1875,66.45203
561,36,SPACE,6,-2.045918,24.269278,-249.97711,164.10065
562,13,n,5,-0.09841341,18.257998,-218.74237,140.65552
563,4,e,4,0.7742994,13.671175,-187.41608,86.364746
564,4,e,4,-1.6315296,19.545923,-226.53961,93.803406
565,3,d,8,-1.8042063,29.711725,-248.98529,204.52881
566,36,SPACE,2,-1.5371997,21.494717,-250.0,100.646965
567,8,i,8,-4.577421,30.403698,-249.96948,126.0376
568,13,n,3,0.60333097,7.8871512,-62.25586,75.34027
569,36,SPACE,4,-0.38384914,7.0317082,-124.88556,39.855957
570,14,o,6,-0.79249305,18.667946,-248.97003,167.96875
571,17,r,2,-0.2844298,6.9059668,-128.18146,35.15625
572,3,d,8,0.27460602,26.624607,-248.63434,211.18164
573,4,e,4,-0.13409615,23.505547,-245.44525,190.02533
574,17,r,6,-2.2228935,30.867289,-249.80927,127.11334
575,36,SPACE,2,-1.5978363,23.406895,-249.8703,140.64789
576,15,p,8,-0.6395747,14.509847,-93.00995,140.625
577,14,o,7,-1.2109802,12.120706,-228.41644,36.010742
578,8,i,6,-0.8680066,12.441294,-124.931335,93.87207
579,13,n,4,-1.5524298,20.75238,-249.85504,218.94836
580,19,t,5,-1.7203058,21.0293,-248.45123,190.25421
581,36,SPACE,4,-0.22950773,8.909848,-109.375,73.54736
582,8,i,6,-0.61560506,20.414862,-242.17987,161.68213
583,13,n,2,-0.45178702,9.098908,-187.28638,62.74414
584,2,c,9,-0.5713397,28.327694,-248.45123,197.63184
585,17,r,4,0.27973112,17.687796,-245.84961,171.90552
586,4,e,10,-0.9599216,38.046585,-250.0,205.35278
587,0,a,10,-0.07518926,28.789253,-242.1875,193.35938
588,18,s,7,-0.79365635,27.037943,-248.04688,150.11597
589,4,e,8,-2.2514687,25.148376,-250.0,236.52649
590,36,SPACE,4,-1.4582362,18.51208,-224.58649,102.47802
591,0,a,9,-1.3323087,30.71326,-249.99237,218.79578
592,13,n,2,0.8298044,15.265936,-249.97711,93.75763
593,14,o,7,-4.669134,34.354424,-249.96185,125.061035
594,19,t,2,-2.34425,21.388113,-247.8714,71.59424
595,7,h,4,-0.21799761,17.401428,-194.24438,211.42578
596,4,e,4,1.3041072,15.958779,-124.91608,166.51154
597,17,r,6,-1.2464539,22.565136,-239.67743,160.40039
598,36,SPACE,6,-2.254544,25.394756,-249.02344,135.54382
599,15,p,10,-2.9913604,25.349504,-249.90082,79.79584
600,0,a,7,-0.18775429,9.704884,-123.909,33.958435
601,17,r,10,-1.9647306,27.855196,-250.0,243.40057
602,19,t,6,-2.5002933,23.630901,-217.72766,125.28229
603,36,SPACE,4,-0.36029723,19.450705,-247.7951,160.7666
604,12,m,7,-2.6688957,24.701248,-249.22943,126.05286
605,8,i,4,-1.8656819,23.66491,-241.78314,220.71075
606,6,g,4,-2.7407777,26.307943,-249.95422,187.69073
607,7,h,9,1.2198625,27.744696,-250.0,160.51483
608,19,t,7,1.0637994,20.67985,-249.75586,244.87305
609,36,SPACE,5,0.49829748,16.184427,-117.1875,156.25763
610,15,p,7,1.2860166,22.499104,-249.6109,220.77942
611,4,e,4,-0.15036581,12.6956415,-171.8216,142.6773
612,14,o,2,-0.34228,17.780924,-249.4812,138.61084
613,15,p,7,-1.2656897,21.557663,-249.90845,199.33319
614,11,l,6,-0.5089873,7.2332315,-124.77112,33.462524
615,4,e,2,-0.15199283,2.8473227,-61.98883,7.8430176
616,36,SPACE,5,-0.36176106,15.724703,-122.07031,125.28992
617,14,o,6,1.2077234,16.870705,-249.98474,125.48828
618,22,w,4,0.22221635,15.9858265,-249.98474,187.72125
619,36,SPACE,10,-5.07597,33.611206,-249.96948,187.5
620,6,g,2,-1.785505,16.85951,-249.97711,26.489256
621,4,e,8,1.0933939,15.942808,-152.09198,187.6831
622,19,t,8,-3.4480286,26.44759,-249.96948,220.94727
623,36,SPACE,10,-1.7045853,19.07499,-248.87848,59.753414
624,0,a,10,-2.3316972,26.639782,-237.2818,126.083374
625,38,BACKSPACE,10,-2.5362306,25.727028,-247.98584,115.50903
626,7,h,9,0.1728579,12.721647,-171.33331,94.73419
627,0,a,4,-1.877645,16.158648,-249.97711,29.11377
628,21,v,3,0.706792,16.722542,-116.69159,187.5
629,4,e,4,-3.3425727,24.231031,-249.9466,125.312805
630,36,SPACE,6,-1.5359193,24.235332,-249.99237,142.4408
631,0,a,2,-1.1147726,18.807915,-249.96185,141.62445
632,13,n,6,-0.35329416,23.932617,-249.96948,172.45483
633,3,d,5,-4.929063,34.090076,-248.9624,127.586365
634,36,SPACE,4,-0.18065858,21.343702,-249.20654,125.0
635,6,g,8,-3.8614962,27.791473,-240.9668,125.48828
636,14,o,3,-0.21613126,21.468418,-242.17224,173.15672
637,14,o,4,-0.8142185,15.904447,-249.9466,120.29266
638,3,d,4,0.67990845,11.5439625,-109.2453,199.21875
639,36,SPACE,4,-0.45715177,26.72498,-249.98474,196.30432
640,11,l,3,-0.16917548,11.209933,-121.07086,80.085754
641,0,a,6,0.36433995,18.476679,-242.1875,113.8916
642,17,r,4,-3.1581447,30.1384,-249.02344,189.08691
643,6,g,5,1.1496923,24.074383,-242.12646,203.24707
644,4,e,4,-0.29099375,17.847485,-249.97711,197.02148
645,36,SPACE,6,-1.8168159,26.119251,-233.97064,138.85498
646,0,a,4,0.39646548,10.340731,-124.99237,69.0918
647,36,SPACE,2,-0.7622835,21.932486,-242.53845,140.76233
648,4,e,6,-1.7327735,24.795933,-249.98474,156.55518
649,24,y,3,0.13003632,12.330142,-170.76111,83.31298
650,4,e,6,-2.249425,22.93477,-242.85126,75.31738
651,36,SPACE,4,-0.7019345,29.77932,-250.0,196.34247
652,11,l,10,-1.1617986,15.353399,-249.80927,117.1875
653,14,o,6,-0.6863433,7.8820734,-114.17389,20.095825
654,14,o,2,-0.16661438,1.8279407,-27.305603,5.9814453
655,10,k,7,-0.079546615,4.4173646,-54.57306,70.3125
656,36,SPACE,6,-2.5449345,19.51146,-242.16461,93.79578
657,5,f,2,-1.0292027,9.781406,-195.28961,20.446777
658,0,a,7,1.4230729,26.293398,-249.9466,242.30957
659,2,c,4,0.9488807,21.697983,-249.63379,142.91382
660,4,e,8,-2.9234314,25.563574,-249.93896,138.53455
661,36,SPACE,5,0.62596554,23.375935,-187.49237,193.367
662,2,c,4,-2.0076585,27.247093,-250.0,187.6831
663,14,o,4,0.2799898,16.218836,-171.67664,102.68402
664,12,m,6,-2.242188,28.817595,-249.99237,188.84277
665,4,e,5,1.9556618,16.544518,-123.7793,168.10608
666,36,SPACE,4,-1.6570921,24.230886,-248.98529,129.3335
667,6,g,5,-2.4449008,18.398603,-249.96948,58.677673
668,17,r,8,-2.4525487,24.529942,-249.97711,189.5523
669,14,o,1,-0.2700165,5.4676094,-89.82086,40.77148
670,20,u,10,-0.4942151,18.746971,-249.99237,191.77246
671,15,p,7,-0.14876972,7.315271,-62.438965,33.615112
672,36,SPACE,8,0.020275,16.483007,-124.20654,193.42041
673,11,l,5,-1.0425632,20.14916,-244.71283,183.97522
674,0,a,3,0.14101677,19.39048,-187.06512,194.38171
675,18,s,6,1.8469046,12.467213,-107.414246,87.47101
676,19,t,9,-6.676821,42.603706,-249.87793,172.85919
677,36,SPACE,4,-2.470813,27.137257,-249.75586,187.5763
678,1,b,7,-0.42631277,18.659298,-250.0,187.50763
679,14,o,6,-3.0159137,24.208492,-249.47357,195.9076
680,19,t,1,-0.3239312,5.746457,-124.90845,23.330688
681,7,h,6,-2.6816573,27.23313,-249.96948,136.65771
682,36,SPACE,8,-0.27839428,11.8573885,-118.46924,63.560486
683,19,t,4,-1.5183817,17.02299,-249.3515,63.232418
684,7,h,2,-0.010553987,7.540693,-62.01172,133.34656
685,4,e,4,-0.46332046,13.750384,-250.0,86.364746
686,36,SPACE,4,2.196036,19.519814,-246.55151,125.12207
687,8,i,5,-2.209451,15.731834,-236.27472,47.37091
688,13,n,4,-1.8764707,13.929715,-183.35724,70.80078
689,19,t,4,-2.1345735,25.825659,-245.95642,197.33429
690,14,o,5,-0.1656832,25.980877,-250.0,210.99854
691,36,SPACE,6,-0.53518164,17.802385,-187.47711,207.03125
692,19,t,4,-2.112928,16.866562,-231.9107,62.988277
693,7,h,2,-0.3242223,12.8691435,-124.90082,98.32763
694,4,e,2,-0.19573253,13.042129,-249.49646,117.1875
695,24,y,1,0.07745295,10.157802,-125.0,125.198364
696,36,SPACE,10,-0.95963055,27.277761,-249.33624,116.54663
697,3,d,5,-1.1182288,14.995236,-186.52344,148.52142
698,14,o,7,-1.8751179,22.662169,-249.38965,74.46289
699,36,SPACE,9,-0.5264038,15.677408,-249.02344,79.10156
700,14,o,6,-0.8879292,16.008846,-234.22241,203.26996
701,20,u,7,-3.2739263,20.691784,-249.89319,78.689575
702,36,SPACE,9,-2.9999175,20.275434,-217.62085,79.58984
703,38,BACKSPACE,10,-0.7549699,19.820047,-249.85504,117.622375
704,36,SPACE,8,0.673326,18.534016,-249.93896,133.54492
705,11,l,10,-0.68588275,13.224532,-248.59619,48.095703
706,14,o,7,-0.42586944,7.0515347,-117.14172,56.82373
707,14,o,6,-0.4572187,10.460585,-250.0,7.751465
708,10,k,3,-0.14507772,2.93426,-61.86676,12.184143
709,36,SPACE,4,-0.17501166,6.305571,-124.47357,64.453125
710,8,i,8,-3.274691,18.83794,-220.6726,62.98828
711,5,f,1,-1.0189555,12.965485,-250.0,10.19287
712,36,SPACE,6,-0.42650932,26.713129,-249.54987,203.44543
713,1,b,8,1.0474017,18.551996,-249.97711,129.5166
714,4,e,10,0.3558542,29.331102,-249.89319,127.01416
715,12,m,10,-1.9760973,24.636215,-249.77875,125.24414
716,14,o,10,-0.9289819,11.670897,-249.46594,17.13562
717,18,s,9,-0.052142076,2.2157342,-31.089783,9.19342
718,19,t,10,-6.444763,31.208971,-248.80981,145.59937
719,36,SPACE,4,-0.23117945,8.59493,-148.19336,43.212887
720,22,w,9,0.48941857,21.271738,-171.85211,125.28992
721,14,o,4,-0.49577755,8.478175,-77.12555,79.1626
722,17,r,4,-2.6177845,21.77117,-124.78638,190.32288
723,11,l,7,-3.0627637,27.191671,-249.93896,94.360344
724,3,d,4,0.8006362,16.699715,-138.66425,202.48413
725,36,SPACE,4,-1.2655667,20.715965,-249.36676,187.5
726,14,o,6,1.363969,16.803114,-249.91608,132.93457
727,22,w,7,-0.74694103,18.191896,-249.71008,66.467285
728,13,n,5,-2.0100262,23.018667,-249.9466,102.241516
729,36,SPACE,10,-2.2298703,17.28011,-124.96948,140.64026
730,11,l,7,-1.0684062,13.224119,-124.99237,93.75
731,0,a,4,-1.0111549,20.275839,-242.17224,80.11627
732,17,r,6,-3.5695043,30.322363,-250.0,204.10919
733,6,g,7,-1.8247219,31.45997,-249.86267,153.38898
734,4,e,6,0.87312776,15.803182,-205.03998,132.8125
735,36,SPACE,4,-0.65581757,16.227295,-228.3783,74.21875
736,0,a,3,-1.0623267,19.534924,-248.97766,128.60107
737,1,b,6,0.90366244,23.557863,-249.96948,190.52887
738,14,o,6,-2.5665576,25.760145,-236.0611,220.74127
739,20,u,6,-1.6056888,14.338584,-218.71185,134.76562
740,19,t,2,0.2589447,4.2669215,-27.21405,62.51526
741,36,SPACE,5,-1.4862772,18.13174,-250.0,138.67188
742,18,s,5,2.205251,15.468947,-84.28954,90.51513
743,4,e,6,-2.333464,27.304827,-240.23438,98.632805
744,4,e,4,-1.2674476,31.80661,-249.71008,189.69727
745,12,m,4,-0.49562943,12.886052,-116.98151,74.18823
746,36,SPACE,7,-1.8558557,16.369284,-249.63379,69.503784
747,6,g,4,-2.2409854,18.066263,-249.96185,90.75928
748,14,o,4,0.56388634,5.779954,-30.761719,70.67871
749,14,o,6,-0.91079754,15.697216,-250.0,125.0
750,3,d,5,0.20935118,8.442574,-62.438965,44.73114
751,36,SPACE,3,-0.5398822,11.975459,-206.85577,69.58008
752,10,k,4,-0.8457936,11.314928,-211.75385,47.180176
753,13,n,5,-1.0206327,12.682124,-224.4873,34.362793
754,14,o,5,-0.17137499,5.113327,-109.35211,44.677734
755,22,w,4,-0.17916141,4.4743676,-56.228638,24.94049
756,36,SPACE,6,-0.14087068,22.134573,-191.00952,219.94781
757,0,a,5,-0.6987852,18.304846,-244.1101,137.7182
758,19,t,8,-6.745387,37.434696,-249.99237,157.56226
759,36,SPACE,4,-0.07198618,9.753592,-91.918945,102.05077
760,19,t,10,-1.3627297,12.404993,-232.42188,26.641846
761,7,h,7,-2.5274203,19.673193,-249.00818,94.7876
762,0,a,6,0.6167005,22.798311,-249.4812,125.97656
763,19,t,9,-3.255118,29.55301,-249.9237,188.11035
764,36,SPACE,4,-1.1115812,19.324558,-248.04688,195.39642
765,7,h,10,-2.1448348,25.476667,-248.02399,129.02832
766,14,o,7,0.4962813,13.314477,-214.59198,62.5
767,20,u,7,-0.40647438,20.535727,-249.90082,221.22192
768,18,s,4,-0.49420545,16.026625,-248.97003,118.34717
769,4,e,7,-3.7791123,32.51081,-249.99237,187.62207
770,36,SPACE,4,0.72522724,20.367907,-177.55127,142.57812
771,3,d,10,1.1695852,12.670736,-58.959957,218.75
772,4,e,7,-1.253905,16.40748,-187.45422,85.63232
773,21,v,9,-2.6125472,28.831732,-249.87793,188.50708
774,4,e,4,0.32044068,19.97063,-226.49384,172.98889
775,11,l,4,1.7550595,16.645588,-222.64099,174.04938
776,14,o,6,-1.6716211,17.497276,-244.01855,80.078125
777,15,p,7,-1.0441048,8.332184,-93.6203,46.630856
778,36,SPACE,7,0.19243401,5.1506753,-46.36383,74.21875
779,12,m,5,-2.23128,19.677856,-248.51227,33.203125
780,20,u,7,-3.3910823,25.433039,-249.96948,226.5625
781,18,s,4,-0.99307674,9.411405,-124.938965,19.53125
782,19,t,10,-5.8230906,32.512817,-250.0,77.430725
783,36,SPACE,8,-0.89177483,19.21268,-124.99237,98.510735
784,19,t,10,0.42281136,14.750807,-186.49292,80.56641
785,7,h,4,-1.0690664,18.004414,-248.5199,97.16796
786,0,a,4,0.15383421,8.136943,-89.59961,72.273254
787,19,t,6,1.408256,22.33959,-250.0,128.9444
788,36,SPACE,7,-1.4658263,16.184647,-187.49237,62.98828
789,18,s,2,0.24658045,1.6987244,-5.8593745,18.218994
790,7,h,4,-0.94649607,23.463058,-249.97711,125.0
791,4,e,4,-2.1911638,19.287714,-249.75586,50.437927
792,36,SPACE,5,0.26152033,19.538063,-211.66992,125.13733
793,7,h,6,-0.35231116,20.304605,-121.09375,140.74707
794,17,r,6,-4.490277,31.371447,-248.7793,158.76007
795,4,e,4,-1.9392148,26.835407,-249.32861,121.27685
796,36,SPACE,3,1.8156648,13.702635,-72.75391,126.708984
797,15,p,6,-2.9437048,23.068079,-248.87848,222.65625
798,4,e,2,-0.48907676,10.484421,-248.26813,20.065308
799,17,r,4,-1.7586167,25.158854,-248.98529,137.49695
800,18,s,9,-0.50977474,31.434042,-249.75586,149.04785
801,14,o,4,-0.34836274,19.844877,-241.57715,184.83734
802,13,n,4,-1.0844166,18.649044,-248.95477,187.53052
803,36,SPACE,8,-3.5495167,26.855417,-249.6109,160.23254
804,11,l,7,-1.9437065,18.43263,-245.95642,188.17139
805,8,i,4,-2.9635038,18.46528,-249.56512,31.49414
806,19,t,4,-0.19125395,6.6434135,-93.49823,26.023865
807,19,t,4,-0.5458822,14.8169985,-124.98474,101.638794
808,11,l,5,-1.112542,15.899339,-204.52881,56.45752
809,4,e,4,1.6677544,15.326437,-64.88037,212.92114
810,36,SPACE,4,-0.86378217,28.608994,-248.909,227.06604
811,20,u,6,-1.8897583,21.917994,-246.08612,188.47656
812,18,s,5,0.5156599,10.952472,-119.09485,95.703125
813,4,e,6,-1.791505,29.676298,-249.8703,132.84302
814,36,SPACE,4,1.229614,20.53634,-162.54425,190.50598
815,6,g,10,-3.0617762,34.572723,-249.96185,187.5
816,4,e,8,0.34986594,28.42274,-248.03162,183.59375
817,13,n,10,-3.8684318,31.644928,-249.93896,241.8518
818,4,e,7,-0.44312003,5.894917,-61.927795,22.163391
819,17,r,7,-3.0594788,31.046288,-241.63818,190.49072
820,0,a,8,-3.5893261,37.251675,-249.96948,211.13586
821,11,l,5,0.6580275,20.796719,-148.4375,206.55823
822,36,SPACE,8,-1.3633145,31.572502,-249.97711,234.39026
823,8,i,4,-0.8743535,14.396461,-217.68951,128.90625
824,13,n,4,-1.5558188,16.62424,-249.4049,32.714844
825,19,t,6,-1.2278901,12.180931,-248.53516,18.798828
826,14,o,7,-2.909633,23.436872,-248.97766,84.53368
827,36,SPACE,8,0.65050036,10.105871,-117.1875,63.598633
828,5,f,10,-0.7297095,13.526631,-218.68896,156.35681
829,0,a,10,-1.8569288,28.100817,-249.99237,144.6991
830,2,c,8,-0.41680774,15.204389,-241.6687,56.983948
831,4,e,8,1.8138819,27.885012,-249.51172,203.61328
832,38,BACKSPACE,10,-1.6891295,22.85163,-226.53198,224.71619
833,19,t,5,-3.8466015,21.470722,-242.09595,94.177246
834,36,SPACE,6,-1.2651266,25.13055,-249.9466,125.061035
835,13,n,6,1.5450594,11.741248,-78.308105,71.02966
836,4,e,5,-1.4712902,18.344938,-228.31726,64.51416
837,21,v,4,-1.5477606,24.29166,-249.13788,128.92151
838,4,e,4,-0.35663742,11.260218,-119.93408,80.963135
839,17,r,4,-1.5830517,26.409882,-248.27576,192.93976
840,36,SPACE,5,-2.1046023,26.734116,-249.97711,193.37463
841,0,a,6,-0.030101556,22.723032,-225.28076,189.3692
842,36,SPACE,2,0.24907814,8.224737,-77.01874,78.308105
843,1,b,8,-3.0764105,27.020933,-248.7793,198.21167
844,4,e,3,0.60993737,5.715859,-29.174805,55.862427
845,5,f,6,-4.18471,35.89482,-250.0,177.8183
846,14,o,4,-0.51972884,22.313978,-218.75,137.78687
847,17,r,4,0.9230151,15.376575,-249.64905,77.72064
848,4,e,6,0.27117345,21.833902,-232.38373,126.46484
849,36,SPACE,5,-3.7090068,31.128246,-249.50409,101.112366
850,2,c,6,-1.275825,24.072775,-237.38861,226.6922
851,7,h,6,-1.8378167,16.676937,-218.70422,54.62646
852,8,i,4,-0.44113892,11.527247,-249.7406,37.574768
853,11,l,8,0.19421826,5.146672,-62.24823,31.25
854,3,d,5,-0.101958826,8.798178,-121.0556,35.17151
855,36,SPACE,6,-0.5170064,13.430775,-124.46594,144.59229
856,18,s,6,-4.3501415,25.477818,-249.98474,62.530518
857,7,h,3,-0.70759577,12.528806,-211.61652,47.88208
858,4,e,5,-1.3171248,24.056091,-249.75586,193.60352
859,36,SPACE,4,-1.6494095,22.27705,-249.96185,140.70892
860,22,w,4,1.4835312,12.982637,-58.34198,152.09961
861,14,o,2,0.19243675,12.18019,-124.98474,95.29877
862,17,r,5,-4.453449,28.936049,-249.37439,160.40039
863,11,l,4,-1.6654731,21.972178,-248.04688,136.77216
864,3,d,4,0.2393543,14.079814,-123.53516,236.8164
865,36,SPACE,9,-1.6431341,18.011305,-187.41608,74.89014
866,1,b,10,-2.7649753,21.809229,-245.10956,205.07812
867,4,e,4,1.1339929,6.697433,-30.715942,62.805176
868,5,f,9,-2.454386,28.65027,-248.69537,187.56104
869,14,o,6,-1.1267681,18.779573,-214.59961,79.711914
870,17,r,2,-0.78019094,7.4513726,-140.56396,18.371582
871,4,e,9,1.4362757,12.331502,-62.171936,95.954895
872,36,SPACE,2,-0.7062075,12.261007,-115.95154,138.19885
873,15,p,8,-2.2701228,16.095234,-248.29102,72.517395
874,4,e,2,0.11595702,1.4936236,-10.375976,18.074036
875,14,o,4,-1.2264261,15.224831,-247.07031,81.29882
876,15,p,7,-0.30288035,7.3908143,-91.70532,87.40234
877,11,l,8,-0.54225826,5.8387527,-92.57507,28.625488
878,36,SPACE,8,-0.12836389,19.65397,-250.0,219.26117
879,5,f,4,-1.2811347,16.056206,-248.62671,140.74707
880,14,o,10,-2.3924067,23.62257,-249.87793,180.66406
881,17,r,4,-0.44496512,8.170844,-124.694824,56.640625
882,12,m,5,-1.2775232,15.541471,-217.04102,95.39794
883,36,SPACE,6,-0.03864609,7.8091836,-57.96051,95.947266
884,13,n,6,-0.7384731,16.859446,-250.0,242.24854
885,0,a,4,-1.242327,22.666533,-247.9248,133.1482
886,19,t,8,-4.9573145,35.414547,-249.84741,164.30664
887,8,i,3,-1.5012109,24.188864,-249.89319,129.02832
888,14,o,6,0.57142353,13.569912,-187.35504,68.573
889,13,n,5,-0.2874482,10.645346,-186.2793,31.486511
890,36,SPACE,6,0.22625884,13.310606,-156.14319,235.4126
